Številka instance, Številka naloge, Status naloge, Ime koraka, Čas prejema, Čas začetka, Čas zaključka, Tip prejemnika, Prejemnik, Je nujno, Stranka ime, Stranka ulica, Stranka kraj, Stranka telefon, Stranka e-pošta, Znesek naročila, Znesek dostave, Znesek skupaj, Razdalja, Naročena pizza 1, Naročena pizza 2, Naročena pizza 3, Naročena pizza 4, Naročena pizza 5, Naročena pizza 6, Naročena pizza 7, Naročena pizza 8
456, 3, Zaključena, Priprava, 12/01/2017 14:59:33, 12/01/2017 15:00:28, 12/01/2017 15:03:58, Uporabnik, Katarina Jenko, NE, Tomislav Sever, RUNKOVA ULICA 10, 1000 Ljubljana, 044 978 171, tomislav.sever@pizza.si, 68.30, 0.00, 68.30, 3.65, VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], MARGERITA [pelati|sir|oliva], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], KULEN [pelati|sir|hrenovka|kulen pikant salama], 
348, 7, Zaključena, Zaključek, 12/01/2017 14:59:33, 12/01/2017 14:59:33, 12/01/2017 14:59:33, Sistem, , NE, Marjan Kramar, PROLETARSKA CESTA 15, 1000 Ljubljana, 044 419 050, marjan.kramar@pizza.si, 29.80, 0.00, 29.80, 10.43, GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], MARGERITA [pelati|sir|oliva], , , , , 
433, 6, Zaključena, Hitra dostava, 12/01/2017 14:59:34, 12/01/2017 14:59:34, 12/01/2017 15:09:23, Sistem, , DA, Amadej Furlan, ULICA MALČI BELIČEVE 41, 1000 Ljubljana, 044 448 629, amadej.furlan@pizza.si, 32.40, 2.00, 34.40, 6.55, BELUŠKA [mozzarela|beluši|jurčki|oliva], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], PRIMORSKA [pelati|sir|gobe|pršut|oliva], , , , , 
216, 20, Zaključena, Prekliči naročilo, 12/01/2017 14:59:36, 12/01/2017 14:59:36, 12/01/2017 14:59:36, Sistem, , NE, Hedvika Leskovar, HODOŠČKOVA ULICA 12, 1000 Ljubljana, 044 766 206, hedvika.leskovar@pizza.si, 20.70, 0.00, 20.70, 11.36, ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
455, 4, Zaključena, Pečenje, 12/01/2017 14:59:47, 12/01/2017 15:27:36, 12/01/2017 15:33:36, Uporabnik, Matej Straha, NE, Nada Likar, HUDOVERNIKOVA ULICA 4, 1000 Ljubljana, 044 808 376, nada.likar@pizza.si, 19.30, 0.00, 19.30, 2.11, PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
484, 1, Zaključena, Naročilo, 12/01/2017 14:59:49, 12/01/2017 14:59:49, 12/01/2017 14:59:49, Uporabnik, Berta Potočnik, NE, Vinko Kralj, PRIJATELJEVA ULICA 22A, 1000 Ljubljana, 044 186 407, vinko.kralj@pizza.si, 32.80, 0.00, 32.80, , PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], BELUŠKA [mozzarela|beluši|jurčki|oliva], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], , , , , 
484, 2, Zaključena, Počakaj, 12/01/2017 14:59:49, 12/01/2017 14:59:49, 12/01/2017 15:09:49, Sistem, , NE, Vinko Kralj, PRIJATELJEVA ULICA 22A, 1000 Ljubljana, 044 186 407, vinko.kralj@pizza.si, 32.80, 0.00, 32.80, , PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], BELUŠKA [mozzarela|beluši|jurčki|oliva], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], , , , , 
424, 6, Zaključena, Pakiranje, 12/01/2017 14:59:56, 12/01/2017 15:15:57, 12/01/2017 15:17:34, Uporabnik, Peter Mlakar, NE, Sebastjan Bergant, ZALOŠKA CESTA 218G, 1000 Ljubljana, 044 736 806, sebastjan.bergant@pizza.si, 20.80, 0.00, 20.80, , ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , , , 
485, 1, Zaključena, Naročilo, 12/01/2017 14:59:59, 12/01/2017 14:59:59, 12/01/2017 14:59:59, Uporabnik, Berta Potočnik, NE, Samo Žibert, TRG 9. MAJA 1, 1000 Ljubljana, 044 161 772, samo.zibert@pizza.si, 75.70, 0.00, 75.70, 4.48, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], HIŠNA [pelati|sir|šunka|gobe|oliva], SICILJANA [pelati|mozzarela|paradižnik|bazilika], GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], DOMAČA [pelati|sir|gobe|jajce|domača salama], TIROLSKA [pelati|sir|pečena slanina|goveja salama|hrenova omaka], SICILJANA [pelati|mozzarela|paradižnik|bazilika], 
485, 2, Zaključena, Počakaj, 12/01/2017 14:59:59, 12/01/2017 14:59:59, 12/01/2017 15:09:59, Sistem, , NE, Samo Žibert, TRG 9. MAJA 1, 1000 Ljubljana, 044 161 772, samo.zibert@pizza.si, 75.70, 0.00, 75.70, 4.48, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], HIŠNA [pelati|sir|šunka|gobe|oliva], SICILJANA [pelati|mozzarela|paradižnik|bazilika], GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], DOMAČA [pelati|sir|gobe|jajce|domača salama], TIROLSKA [pelati|sir|pečena slanina|goveja salama|hrenova omaka], SICILJANA [pelati|mozzarela|paradižnik|bazilika], 
379, 7, Zaključena, Dostava, 12/01/2017 15:00:00, 12/01/2017 15:26:58, 12/01/2017 15:33:37, Uporabnik, Nejc Smrekar, NE, Primož Lešnik, IŽANSKA CESTA 121, 1000 Ljubljana, 044 604 133, primoz.lesnik@pizza.si, 35.60, 0.00, 35.60, 3.33, MORNAR [pelati|mozzarela|morski sadeži|dagnje], DOMAČA [pelati|sir|gobe|jajce|domača salama], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , 
390, 7, Zaključena, Dostava, 12/01/2017 15:00:15, 12/01/2017 15:00:15, 12/01/2017 15:02:48, Uporabnik, Simon Junkar, NE, Zofija Čuk, ŽAUCERJEVA ULICA 20, 1000 Ljubljana, 044 752 748, zofija.cuk@pizza.si, 40.50, 0.00, 40.50, 1.28, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], MORSKA [pelati|sir|morski sadeži|tržaška omaka], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , 
413, 4, Zaključena, Dodajanje sestavin, 12/01/2017 15:00:17, 12/01/2017 15:00:17, 12/01/2017 15:00:32, Uporabnik, Primož Blažič, DA, Miroslava Mavrič, KLEMENOVA ULICA 106, 1000 Ljubljana, 044 944 159, miroslava.mavric@pizza.si, 17.30, 2.00, 19.30, 8.69, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], MARGERITA [pelati|sir|oliva], , , , , , 
481, 3, Zaključena, Pečenje, 12/01/2017 15:00:28, 12/01/2017 15:33:17, 12/01/2017 15:39:17, Uporabnik, Boris Medved, DA, Ivica Zorko, GORJUPOVA ULICA 10, 1000 Ljubljana, 044 92 928, ivica.zorko@pizza.si, 23.80, 2.00, 25.80, 2.80, KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , , 
438, 6, Zaključena, Dostava, 12/01/2017 15:00:30, 12/01/2017 15:24:46, 12/01/2017 15:33:00, Uporabnik, Vito Grm, NE, Patricija Bogataj, ILOVŠKI ŠTRADON 41A, 1000 Ljubljana, 044 808 435, patricija.bogataj@pizza.si, 32.30, 0.00, 32.30, 4.12, BELA [sir|šunka|gobe], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , 
413, 5, Zaključena, Pakiranje, 12/01/2017 15:00:32, 12/01/2017 15:06:43, 12/01/2017 15:08:03, Uporabnik, Klemen Rudolf, DA, Miroslava Mavrič, KLEMENOVA ULICA 106, 1000 Ljubljana, 044 944 159, miroslava.mavric@pizza.si, 17.30, 2.00, 19.30, 8.69, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], MARGERITA [pelati|sir|oliva], , , , , , 
354, 12, Zaključena, Zaključek, 12/01/2017 15:00:34, 12/01/2017 15:00:34, 12/01/2017 15:00:34, Sistem, , NE, Stanka Žižek, GALJEVICA 36, 1000 Ljubljana, 044 171 856, stanka.zizek@pizza.si, 32.00, 0.00, 32.00, 4.57, Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], KULEN [pelati|sir|hrenovka|kulen pikant salama], KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], , , , , 
479, 3, Zaključena, Pečenje, 12/01/2017 15:00:35, 12/01/2017 15:30:36, 12/01/2017 15:36:36, Uporabnik, Matej Straha, DA, Karmen Rutar, ILEŠIČEVA ULICA 17, 1000 Ljubljana, 044 68 724, karmen.rutar@pizza.si, 39.30, 2.00, 41.30, 4.89, VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], , , , 
406, 4, Zaključena, Dodajanje sestavin, 12/01/2017 15:00:36, 12/01/2017 15:00:36, 12/01/2017 15:00:51, Uporabnik, Primož Blažič, DA, Daša Perko, JAPLJEVA ULICA 15, 1000 Ljubljana, 044 860 725, dasa.perko@pizza.si, 13.70, 2.00, 15.70, 10.37, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , , 
396, 7, Zaključena, Pečenje, 12/01/2017 15:00:38, 12/01/2017 15:17:26, 12/01/2017 15:23:26, Uporabnik, Jure Klančar, DA, Andrej Kokol, IŽANSKA CESTA 30, 1000 Ljubljana, 044 24 128, andrej.kokol@pizza.si, 59.80, 2.00, 61.80, 3.33, VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], MARGERITA [pelati|sir|oliva], HIŠNA NA ¼ [pelati|sir|šunka|gobe|artičoke], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], BELUŠKA [mozzarela|beluši|jurčki|oliva], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], , 
444, 5, Zaključena, Pakiranje, 12/01/2017 15:00:45, 12/01/2017 15:00:45, 12/01/2017 15:01:52, Uporabnik, Matej Pirc, NE, Olga Turk, PEČARJEVA ULICA 20, 1000 Ljubljana, 044 946 814, olga.turk@pizza.si, 19.10, 0.00, 19.10, 8.25, RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], , , , , , 
406, 5, Zaključena, Pakiranje, 12/01/2017 15:00:51, 12/01/2017 15:00:51, 12/01/2017 15:01:46, Uporabnik, Boštjan Kovačič, DA, Daša Perko, JAPLJEVA ULICA 15, 1000 Ljubljana, 044 860 725, dasa.perko@pizza.si, 13.70, 2.00, 15.70, 10.37, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , , 
458, 3, Zaključena, Priprava, 12/01/2017 15:00:58, 12/01/2017 15:00:58, 12/01/2017 15:01:32, Uporabnik, Boštjan Kovačič, NE, Muhamed Mlinarič, VODNIKOVA CESTA 123A, 1000 Ljubljana, 044 435 080, muhamed.mlinaric@pizza.si, 10.70, 0.00, 10.70, 8.15, GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], , , , , , , 
414, 5, Zaključena, Dodajanje sestavin, 12/01/2017 15:01:02, 12/01/2017 15:01:02, 12/01/2017 15:01:17, Uporabnik, Primož Blažič, NE, Iztok Gorišek, STOŽENSKA ULICA 11, 1000 Ljubljana, 044 632 319, iztok.gorisek@pizza.si, 21.30, 0.00, 21.30, 8.05, SICILJANA [pelati|mozzarela|paradižnik|bazilika], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], , , , , , 
486, 1, Zaključena, Naročilo, 12/01/2017 15:01:09, 12/01/2017 15:01:09, 12/01/2017 15:01:09, Uporabnik, Berta Potočnik, NE, Gordana Tavčar, GERBIČEVA ULICA 20, 1000 Ljubljana, 044 476 960, gordana.tavcar@pizza.si, 19.30, 0.00, 19.30, , VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], , , , , , 
486, 2, Zaključena, Počakaj, 12/01/2017 15:01:09, 12/01/2017 15:01:09, 12/01/2017 15:11:09, Sistem, , NE, Gordana Tavčar, GERBIČEVA ULICA 20, 1000 Ljubljana, 044 476 960, gordana.tavcar@pizza.si, 19.30, 0.00, 19.30, , VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], , , , , , 
414, 6, Zaključena, Pakiranje, 12/01/2017 15:01:17, 12/01/2017 15:17:34, 12/01/2017 15:19:38, Uporabnik, Peter Mlakar, NE, Iztok Gorišek, STOŽENSKA ULICA 11, 1000 Ljubljana, 044 632 319, iztok.gorisek@pizza.si, 21.30, 0.00, 21.30, 8.05, SICILJANA [pelati|mozzarela|paradižnik|bazilika], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], , , , , , 
487, 1, Zaključena, Naročilo, 12/01/2017 15:01:23, 12/01/2017 15:01:23, 12/01/2017 15:01:23, Uporabnik, Berta Potočnik, NE, Lara Žižek, CESTA 24. JUNIJA 36, 1000 Ljubljana, 044 308 781, lara.zizek@pizza.si, 60.20, 0.00, 60.20, 8.16, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], TUNA [pelati|sir|tuna|čebula|kisla smetana], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], ČOLNARSKA [pelati|mozzarela|tuna|oliva], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], , 
487, 2, Zaključena, Počakaj, 12/01/2017 15:01:23, 12/01/2017 15:01:23, 12/01/2017 15:04:20, Sistem, , NE, Lara Žižek, CESTA 24. JUNIJA 36, 1000 Ljubljana, 044 308 781, lara.zizek@pizza.si, 60.20, 0.00, 60.20, 8.16, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], TUNA [pelati|sir|tuna|čebula|kisla smetana], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], ČOLNARSKA [pelati|mozzarela|tuna|oliva], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], , 
418, 8, Zaključena, Priprava, 12/01/2017 15:01:25, 12/01/2017 15:01:25, 12/01/2017 15:02:57, Uporabnik, Simona Vodopivec, NE, Vanja Zupančič, TREBINJSKA ULICA 3, 1000 Ljubljana, 044 907 697, vanja.zupancic@pizza.si, 31.10, 0.00, 31.10, , LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , 
421, 4, Zaključena, Pakiranje, 12/01/2017 15:01:29, 12/01/2017 15:01:29, 12/01/2017 15:02:27, Uporabnik, Damjan Štefan, DA, Božo Jerič, VELIKI ŠTRADON 17, 1000 Ljubljana, 044 974 992, bozo.jeric@pizza.si, 11.00, 2.00, 13.00, 10.60, GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , , , 
457, 5, Zaključena, Pečenje, 12/01/2017 15:01:30, 12/01/2017 15:36:17, 12/01/2017 15:42:17, Uporabnik, Boris Medved, NE, Slobodan Kokol, POD TOPOLI 43, 1000 Ljubljana, 044 865 342, slobodan.kokol@pizza.si, 19.20, 0.00, 19.20, 0.90, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], , , , , , 
458, 4, Zaključena, Pečenje, 12/01/2017 15:01:32, 12/01/2017 15:13:02, 12/01/2017 15:19:02, Uporabnik, Jernej Miklavčič, NE, Muhamed Mlinarič, VODNIKOVA CESTA 123A, 1000 Ljubljana, 044 435 080, muhamed.mlinaric@pizza.si, 10.70, 0.00, 10.70, 8.15, GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], , , , , , , 
355, 8, Zaključena, Zaključek, 12/01/2017 15:01:37, 12/01/2017 15:01:37, 12/01/2017 15:01:37, Sistem, , NE, Marjan Železnik, OMERSOVA ULICA 48, 1000 Ljubljana, 044 358 805, marjan.zeleznik@pizza.si, 35.70, 0.00, 35.70, 3.25, HIŠNA [pelati|sir|šunka|gobe|oliva], TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], , , , , 
459, 3, Zaključena, Priprava, 12/01/2017 15:01:43, 12/01/2017 15:01:43, 12/01/2017 15:03:36, Uporabnik, Klemen Rudolf, NE, Franjo Blatnik, VEVŠKA CESTA 48, 1000 Ljubljana, 044 539 247, franjo.blatnik@pizza.si, 47.00, 0.00, 47.00, 10.90, VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], PRIMORSKA [pelati|sir|gobe|pršut|oliva], , , , 
406, 6, Zaključena, Hitra dostava, 12/01/2017 15:01:46, 12/01/2017 15:01:46, 12/01/2017 15:17:19, Sistem, , DA, Daša Perko, JAPLJEVA ULICA 15, 1000 Ljubljana, 044 860 725, dasa.perko@pizza.si, 13.70, 2.00, 15.70, 10.37, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , , 
444, 6, Zaključena, Dostava, 12/01/2017 15:01:52, 12/01/2017 15:24:41, 12/01/2017 15:41:11, Uporabnik, Marko Potokar, NE, Olga Turk, PEČARJEVA ULICA 20, 1000 Ljubljana, 044 946 814, olga.turk@pizza.si, 19.10, 0.00, 19.10, 8.25, RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], , , , , , 
488, 1, Zaključena, Naročilo, 12/01/2017 15:01:56, 12/01/2017 15:01:56, 12/01/2017 15:01:56, Uporabnik, Janez Novak, NE, Almir Hribernik, SREBRNIČEVA ULICA 36, 1000 Ljubljana, 044 739 332, almir.hribernik@pizza.si, 20.70, 0.00, 20.70, 7.02, Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], , , , , , 
488, 2, Zaključena, Počakaj, 12/01/2017 15:01:56, 12/01/2017 15:01:56, 12/01/2017 15:11:56, Sistem, , NE, Almir Hribernik, SREBRNIČEVA ULICA 36, 1000 Ljubljana, 044 739 332, almir.hribernik@pizza.si, 20.70, 0.00, 20.70, 7.02, Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], , , , , , 
489, 1, Zaključena, Naročilo, 12/01/2017 15:02:00, 12/01/2017 15:02:00, 12/01/2017 15:02:00, Uporabnik, Janez Novak, NE, Daniel Kumer, NADE OVČAKOVE ULICA 6, 1000 Ljubljana, 044 282 798, daniel.kumer@pizza.si, 9.80, 0.00, 9.80, 1.92, VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], , , , , , , 
489, 2, Zaključena, Počakaj, 12/01/2017 15:02:00, 12/01/2017 15:02:00, 12/01/2017 15:12:00, Sistem, , NE, Daniel Kumer, NADE OVČAKOVE ULICA 6, 1000 Ljubljana, 044 282 798, daniel.kumer@pizza.si, 9.80, 0.00, 9.80, 1.92, VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], , , , , , , 
490, 1, Zaključena, Naročilo, 12/01/2017 15:02:12, 12/01/2017 15:02:12, 12/01/2017 15:02:12, Uporabnik, Berta Potočnik, NE, Ladislav Petrović, PERIČEVA ULICA 48, 1000 Ljubljana, 044 260 528, ladislav.petrovic@pizza.si, 19.10, 0.00, 19.10, 1.75, PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , , , 
439, 4, Zaključena, Dodajanje sestavin, 12/01/2017 15:02:12, 12/01/2017 15:02:12, 12/01/2017 15:03:27, Uporabnik, Primož Blažič, DA, Ema Mlinarič, TRNOVČEVA ULICA 2, 1000 Ljubljana, 044 604 828, ema.mlinaric@pizza.si, 45.00, 2.00, 47.00, 0.39, RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], MORSKA [pelati|sir|morski sadeži|tržaška omaka], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], , , , 
490, 2, Zaključena, Počakaj, 12/01/2017 15:02:12, 12/01/2017 15:02:12, 12/01/2017 15:12:12, Sistem, , NE, Ladislav Petrović, PERIČEVA ULICA 48, 1000 Ljubljana, 044 260 528, ladislav.petrovic@pizza.si, 19.10, 0.00, 19.10, 1.75, PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , , , 
339, 9, Zaključena, Zaključek, 12/01/2017 15:02:16, 12/01/2017 15:02:16, 12/01/2017 15:02:16, Sistem, , NE, Vesna Ambrožič, PLEVANČEVA ULICA 34, 1000 Ljubljana, 044 311 572, vesna.ambrozic@pizza.si, 43.90, 0.00, 43.90, 5.19, TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], BELUŠKA [mozzarela|beluši|jurčki|oliva], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , , 
461, 3, Zaključena, Priprava, 12/01/2017 15:02:17, 12/01/2017 15:02:57, 12/01/2017 15:03:52, Uporabnik, Simona Vodopivec, NE, Lea Zemljič, OCVIRKOVA ULICA 7, 1000 Ljubljana, 044 19 261, lea.zemljic@pizza.si, 21.70, 0.00, 21.70, , KRAŠKA [pelati|sir|pršut|tržaška omaka], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], , , , , , 
426, 6, Zaključena, Pakiranje, 12/01/2017 15:02:26, 12/01/2017 15:02:26, 12/01/2017 15:04:44, Uporabnik, Luka Koren, NE, Alma Škof, PETKOVA ULICA 60, 1000 Ljubljana, 044 444 640, alma.skof@pizza.si, 30.10, 0.00, 30.10, 9.93, GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], HIŠNA NA ¼ [pelati|sir|šunka|gobe|artičoke], SICILJANA [pelati|mozzarela|paradižnik|bazilika], , , , , 
421, 5, Zaključena, Hitra dostava, 12/01/2017 15:02:27, 12/01/2017 15:02:27, 12/01/2017 15:18:21, Sistem, , DA, Božo Jerič, VELIKI ŠTRADON 17, 1000 Ljubljana, 044 974 992, bozo.jeric@pizza.si, 11.00, 2.00, 13.00, 10.60, GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , , , 
462, 3, Zaključena, Priprava, 12/01/2017 15:02:39, 12/01/2017 15:02:39, 12/01/2017 15:05:34, Uporabnik, Boštjan Kovačič, NE, Amadej Kastelic, CIGALETOVA ULICA 5, 1000 Ljubljana, 044 970 705, amadej.kastelic@pizza.si, 66.40, 0.00, 66.40, 10.87, GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , 
390, 8, Zaključena, Zaključek, 12/01/2017 15:02:48, 12/01/2017 15:02:48, 12/01/2017 15:02:48, Sistem, , NE, Zofija Čuk, ŽAUCERJEVA ULICA 20, 1000 Ljubljana, 044 752 748, zofija.cuk@pizza.si, 40.50, 0.00, 40.50, 1.28, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], MORSKA [pelati|sir|morski sadeži|tržaška omaka], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , 
463, 3, Zaključena, Priprava, 12/01/2017 15:02:49, 12/01/2017 15:03:28, 12/01/2017 15:04:01, Uporabnik, Peter Mlakar, NE, Jelka Kodrič, BRATOVŠEVA PLOŠČAD 22, 1000 Ljubljana, 044 390 262, jelka.kodric@pizza.si, 12.10, 0.00, 12.10, 11.03, PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], , , , , , , 
464, 3, Zaključena, Priprava, 12/01/2017 15:02:55, 12/01/2017 15:05:34, 12/01/2017 15:08:56, Uporabnik, Boštjan Kovačič, NE, Silvija Bregar, VODNIKOVA CESTA 87, 1000 Ljubljana, 044 656 722, silvija.bregar@pizza.si, 75.20, 0.00, 75.20, 8.15, VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], KULEN [pelati|sir|hrenovka|kulen pikant salama], HIŠNA PIZZA [pelati|sir|domača salama|domača šunka|domača klobasa|gobe|jajce|oliva], VEGI MEXICO [pelati|mozzarela|feferoni|rdeča salsa|nacho sir], 
388, 7, Zaključena, Zaključek, 12/01/2017 15:02:56, 12/01/2017 15:02:56, 12/01/2017 15:02:56, Sistem, , NE, Maruša Cerar, CESTA CIRILA KOSMAČA 26, 1000 Ljubljana, 044 314 435, marusa.cerar@pizza.si, 20.30, 0.00, 20.30, 1.18, GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , , 
418, 9, Zaključena, Pečenje, 12/01/2017 15:02:57, 12/01/2017 15:10:29, 12/01/2017 15:16:29, Uporabnik, Karmen Prevec, NE, Vanja Zupančič, TREBINJSKA ULICA 3, 1000 Ljubljana, 044 907 697, vanja.zupancic@pizza.si, 31.10, 0.00, 31.10, , LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , 
